7
300
156,N,11:50:20,08:40
157,C,11:52:10,03:00
158,P,11:52:40,06:10
159,N,11:53:30,13:50
160,C,11:53:40,12:20
161,P,11:55:40,09:10
162,P,11:56:40,04:50
163,N,11:57:20,01:10
164,N,11:57:20,14:40
165,P,11:58:40,10:50
166,P,11:58:50,03:00
167,N,11:59:50,02:00
168,C,12:01:00,11:50
169,N,12:01:10,12:50
170,P,12:02:40,15:00
171,C,12:03:50,09:30
172,N,12:05:40,04:20
173,P,12:06:20,12:10
174,C,12:07:30,11:50
175,N,12:08:40,06:10
176,C,12:09:20,05:10
177,N,12:09:30,08:20
178,N,12:10:50,05:20
179,N,12:11:30,14:20
180,N,12:13:10,12:50
181,P,12:13:50,04:00
182,N,12:15:40,02:30
183,N,12:17:40,12:20
184,N,12:18:50,07:40
185,N,12:19:50,14:10
186,N,12:21:10,12:00
187,P,12:22:30,10:30
188,P,12:24:10,07:20
189,C,12:24:30,02:30
190,N,12:25:30,05:10
191,N,12:27:00,00:40
192,C,12:28:50,03:30
193,N,12:30:20,08:50
194,N,12:31:10,13:20
195,N,12:32:20,09:00
196,P,12:33:30,09:30
197,C,12:35:10,09:50
198,P,12:35:20,00:00
199,N,12:36:40,12:00
200,P,12:37:50,04:10
201,C,12:39:30,01:20
202,C,12:41:00,06:50
203,P,12:42:30,09:40
204,P,12:44:10,03:20
205,N,12:44:30,07:40
206,C,12:46:30,06:40
207,N,12:46:40,11:40
208,P,12:48:00,09:30
209,N,12:49:10,04:00
210,N,12:49:10,10:40
211,N,12:49:30,06:20
212,N,12:50:20,05:50
213,P,12:52:20,01:50
214,C,12:54:10,11:30
215,N,12:54:30,14:20
216,N,12:56:10,13:50
217,P,12:56:20,06:10
218,N,12:57:40,09:30
219,N,12:59:00,00:40
220,N,12:59:00,13:00
221,N,12:59:10,13:30
222,C,12:59:40,10:20
223,P,13:01:20,09:00
224,P,13:02:50,13:50
225,N,13:03:00,08:50
226,C,13:04:20,14:20
227,N,13:06:00,03:00
228,P,13:07:40,10:20
229,P,13:08:10,03:30
230,N,13:08:40,08:00
231,P,13:09:50,00:20
232,N,13:11:00,10:50
233,P,13:12:00,08:00
234,C,13:12:20,08:00
235,N,13:13:00,10:10
236,C,13:13:00,08:30
237,N,13:14:50,13:20
238,C,13:16:00,08:20
239,C,13:17:50,00:40
240,P,13:19:40,05:00
241,N,13:20:10,10:00
242,N,13:21:20,14:50
243,N,13:22:40,03:00
244,N,13:23:10,14:20
245,C,13:25:00,09:30
246,N,13:26:00,09:40
247,N,13:26:00,00:10
248,N,13:26:40,04:30
249,C,13:28:30,09:10
250,N,13:29:40,13:50
251,C,13:30:40,13:30
252,N,13:32:10,13:10
253,N,13:34:00,15:00
254,N,13:35:00,08:00
255,C,13:36:30,02:20
256,N,13:37:00,07:00
257,N,13:37:50,02:00
258,N,13:38:00,13:10
259,P,13:39:30,11:50
260,N,13:39:30,12:10
261,N,13:40:00,09:50
262,N,13:41:30,02:40
263,P,13:43:20,15:00
264,P,13:43:20,14:40
265,P,13:43:50,03:10
266,N,13:45:30,14:40
267,P,13:47:20,14:50
268,N,13:48:00,09:50
269,C,13:49:30,04:40
270,N,13:50:20,06:00
271,N,13:51:40,08:40
272,C,13:52:20,12:10
273,P,13:53:00,00:50
274,N,13:55:00,11:20
275,P,13:57:00,01:50
276,P,13:58:00,00:40
277,N,13:59:10,03:10
278,N,14:00:50,06:20
279,P,14:02:20,12:50
280,C,14:03:50,11:10
281,N,14:05:40,05:50
282,P,14:06:00,05:20
283,N,14:06:00,05:00
284,C,14:07:20,06:30
285,P,14:08:40,04:50
286,N,14:10:00,07:40
287,N,14:11:00,15:00
288,C,14:12:40,14:10
289,N,14:12:50,13:50
290,N,14:12:50,13:50
291,P,14:14:00,12:00
292,C,14:14:40,08:10
293,N,14:16:30,03:10
294,P,14:16:30,14:40
295,N,14:18:10,04:10
296,P,14:19:00,06:40
297,P,14:19:20,04:20
298,N,14:19:50,04:20
299,P,14:19:50,12:40
300,N,14:20:30,09:50
